Date,sector ,Net FPI Change
28-Feb-22,Construction Materials,-8766
15-Mar-22,Construction Materials,-8584
31-Mar-22,Construction Materials,3559
15-Apr-22,Construction Materials,4981
30-Apr-22,Construction Materials,-1304
15-May-22,Construction Materials,-7935
31-May-22,Construction Materials,-1367
15-Jun-22,Construction Materials,-7224
30-Jun-22,Construction Materials,-258
15-Jul-22,Construction Materials,2512
31-Jul-22,Construction Materials,6426
15-Aug-22,Construction Materials,1884
31-Aug-22,Construction Materials,2094
15-Sep-22,Construction Materials,7108
30-Sep-22,Construction Materials,-6567
15-Oct-22,Construction Materials,-1790
31-Oct-22,Construction Materials,4592
15-Nov-22,Construction Materials,3861
30-Nov-22,Construction Materials,1735
15-Dec-22,Construction Materials,1254
31-Dec-22,Construction Materials,-3341
15-Jan-23,Construction Materials,766
31-Jan-23,Construction Materials,-6009
15-Feb-23,Construction Materials,72
28-Feb-23,Construction Materials,287
15-Mar-23,Construction Materials,-664
31-Mar-23,Construction Materials,5191
15-Apr-23,Construction Materials,1503
30-Apr-23,Construction Materials,-463
15-May-23,Construction Materials,2345
31-May-23,Construction Materials,2287
15-Jun-23,Construction Materials,5829
30-Jun-23,Construction Materials,-1772
15-Jul-23,Construction Materials,-403
31-Jul-23,Construction Materials,2298
15-Aug-23,Construction Materials,-2527
31-Aug-23,Construction Materials,2089
15-Sep-23,Construction Materials,5163
30-Sep-23,Construction Materials,-4116
15-Oct-23,Construction Materials,2241
31-Oct-23,Construction Materials,-2281
15-Nov-23,Construction Materials,2987
30-Nov-23,Construction Materials,3920
15-Dec-23,Construction Materials,12480
31-Dec-23,Construction Materials,3634
15-Jan-24,Construction Materials,-2954
31-Jan-24,Construction Materials,3641
15-Feb-24,Construction Materials,-4511
29-Feb-24,Construction Materials,2352
15-Mar-24,Construction Materials,-3478
31-Mar-24,Construction Materials,1927
15-Apr-24,Construction Materials,-2543
30-Apr-24,Construction Materials,3186
15-May-24,Construction Materials,-3109
31-May-24,Construction Materials,637
15-Jun-24,Construction Materials,12152
30-Jun-24,Construction Materials,7561
15-Jul-24,Construction Materials,2822
31-Jul-24,Construction Materials,1624
15-Aug-24,Construction Materials,-13507
31-Aug-24,Construction Materials,5338
15-Sep-24,Construction Materials,3916
30-Sep-24,Construction Materials,-1
15-Oct-24,Construction Materials,-6437
31-Oct-24,Construction Materials,-4223
15-Nov-24,Construction Materials,-6301
30-Nov-24,Construction Materials,2519
15-Dec-24,Construction Materials,7423
31-Dec-24,Construction Materials,-8006
15-Jan-25,Construction Materials,-7684
31-Jan-25,Construction Materials,6205
15-Feb-25,Construction Materials,-4176
28-Feb-25,Construction Materials,-9897
15-Jan-20,Consumer Durables,
31-Jan-20,Consumer Durables,485
15-Feb-20,Consumer Durables,1268
29-Feb-20,Consumer Durables,-2055
15-Mar-20,Consumer Durables,-2836
31-Mar-20,Consumer Durables,-4279
15-Apr-20,Consumer Durables,1280
30-Apr-20,Consumer Durables,1609
15-May-20,Consumer Durables,-5165
31-May-20,Consumer Durables,3479
15-Jun-20,Consumer Durables,90
30-Jun-20,Consumer Durables,2383
15-Jul-20,Consumer Durables,550
31-Jul-20,Consumer Durables,1983
15-Aug-20,Consumer Durables,2812
31-Aug-20,Consumer Durables,3654
15-Sep-20,Consumer Durables,5399
30-Sep-20,Consumer Durables,-11
15-Oct-20,Consumer Durables,1734
31-Oct-20,Consumer Durables,4303
15-Nov-20,Consumer Durables,2360
30-Nov-20,Consumer Durables,2448
15-Dec-20,Consumer Durables,9517
31-Dec-20,Consumer Durables,8285
15-Jan-21,Consumer Durables,-2031
31-Jan-21,Consumer Durables,-4262
15-Feb-21,Consumer Durables,5709
28-Feb-21,Consumer Durables,-3671
15-Mar-21,Consumer Durables,3289
31-Mar-21,Consumer Durables,2116
15-Apr-21,Consumer Durables,-959
30-Apr-21,Consumer Durables,-250
15-May-21,Consumer Durables,4213
31-May-21,Consumer Durables,6705
15-Jun-21,Consumer Durables,4469
30-Jun-21,Consumer Durables,13829
15-Jul-21,Consumer Durables,3762
31-Jul-21,Consumer Durables,2512
15-Aug-21,Consumer Durables,903
31-Aug-21,Consumer Durables,6124
15-Sep-21,Consumer Durables,10716
30-Sep-21,Consumer Durables,-2846
15-Oct-21,Consumer Durables,6021
31-Oct-21,Consumer Durables,-11921
15-Nov-21,Consumer Durables,5257
30-Nov-21,Consumer Durables,-3748
15-Dec-21,Consumer Durables,2296
31-Dec-21,Consumer Durables,3961
31-Jan-22,Consumer Durables,-11856
15-Feb-22,Consumer Durables,-329
28-Feb-22,Consumer Durables,-1964
15-Mar-22,Consumer Durables,-9875
31-Mar-22,Consumer Durables,3904
15-Apr-22,Consumer Durables,3562
30-Apr-22,Consumer Durables,54628
15-May-22,Consumer Durables,-19544
31-May-22,Consumer Durables,-2746
15-Jun-22,Consumer Durables,-13083
30-Jun-22,Consumer Durables,-3786
15-Jul-22,Consumer Durables,12834
31-Jul-22,Consumer Durables,11167
15-Aug-22,Consumer Durables,6471
31-Aug-22,Consumer Durables,5080
15-Sep-22,Consumer Durables,1752
30-Sep-22,Consumer Durables,-3733
15-Oct-22,Consumer Durables,-5179
31-Oct-22,Consumer Durables,-411
15-Nov-22,Consumer Durables,-2824
30-Nov-22,Consumer Durables,964
15-Dec-22,Consumer Durables,-5325
31-Dec-22,Consumer Durables,-2169
15-Jan-23,Consumer Durables,-5696
31-Jan-23,Consumer Durables,-7302
15-Feb-23,Consumer Durables,3153
28-Feb-23,Consumer Durables,-3099
15-Mar-23,Consumer Durables,-1499
31-Mar-23,Consumer Durables,811
15-Apr-23,Consumer Durables,2322
30-Apr-23,Consumer Durables,2190
15-May-23,Consumer Durables,8449
31-May-23,Consumer Durables,4842
15-Jun-23,Consumer Durables,8124
30-Jun-23,Consumer Durables,4365
15-Jul-23,Consumer Durables,3301
31-Jul-23,Consumer Durables,666
15-Aug-23,Consumer Durables,-1775
31-Aug-23,Consumer Durables,6869
15-Sep-23,Consumer Durables,2486
30-Sep-23,Consumer Durables,-3651
15-Oct-23,Consumer Durables,2382
31-Oct-23,Consumer Durables,-8276
15-Nov-23,Consumer Durables,5215
30-Nov-23,Consumer Durables,4674
15-Dec-23,Consumer Durables,6152
31-Dec-23,Consumer Durables,6268
15-Jan-24,Consumer Durables,3018
31-Jan-24,Consumer Durables,-10895
15-Feb-24,Consumer Durables,79
29-Feb-24,Consumer Durables,1372
15-Mar-24,Consumer Durables,-3749
31-Mar-24,Consumer Durables,3407
15-Apr-24,Consumer Durables,-2667
30-Apr-24,Consumer Durables,5680
15-May-24,Consumer Durables,-7171
31-May-24,Consumer Durables,5496
15-Jun-24,Consumer Durables,9395
30-Jun-24,Consumer Durables,2204
15-Jul-24,Consumer Durables,2586
31-Jul-24,Consumer Durables,6449
15-Aug-24,Consumer Durables,-3931
31-Aug-24,Consumer Durables,14834
15-Sep-24,Consumer Durables,14758
30-Sep-24,Consumer Durables,3333
15-Oct-24,Consumer Durables,-8610
31-Oct-24,Consumer Durables,-20127
15-Nov-24,Consumer Durables,-10424
30-Nov-24,Consumer Durables,7455
15-Dec-24,Consumer Durables,8971
31-Dec-24,Consumer Durables,-6029
15-Jan-25,Consumer Durables,-13328
31-Jan-25,Consumer Durables,-8197
15-Feb-25,Consumer Durables,-11748
28-Feb-25,Consumer Durables,-6455
30-Apr-22,Consumer Services,
15-May-22,Consumer Services,-20126
31-May-22,Consumer Services,12085
15-Jun-22,Consumer Services,-7561
30-Jun-22,Consumer Services,-3932
15-Jul-22,Consumer Services,6719
31-Jul-22,Consumer Services,5400
15-Aug-22,Consumer Services,9368
31-Aug-22,Consumer Services,3931
15-Sep-22,Consumer Services,5215
30-Sep-22,Consumer Services,-2574
15-Oct-22,Consumer Services,-3178
31-Oct-22,Consumer Services,4267
15-Nov-22,Consumer Services,-2766
30-Nov-22,Consumer Services,1398
15-Dec-22,Consumer Services,2521
31-Dec-22,Consumer Services,-4192
15-Jan-23,Consumer Services,-7072
31-Jan-23,Consumer Services,-5670
15-Feb-23,Consumer Services,901
28-Feb-23,Consumer Services,-2246
15-Mar-23,Consumer Services,-1865
31-Mar-23,Consumer Services,2309
15-Apr-23,Consumer Services,3072
30-Apr-23,Consumer Services,4070
15-May-23,Consumer Services,4385
31-May-23,Consumer Services,5675
15-Jun-23,Consumer Services,8503
30-Jun-23,Consumer Services,1899
15-Jul-23,Consumer Services,2323
31-Jul-23,Consumer Services,1488
15-Aug-23,Consumer Services,2428
31-Aug-23,Consumer Services,8189
15-Sep-23,Consumer Services,6501
30-Sep-23,Consumer Services,-1868
15-Oct-23,Consumer Services,3760
31-Oct-23,Consumer Services,-6430
15-Nov-23,Consumer Services,15370
30-Nov-23,Consumer Services,7960
15-Dec-23,Consumer Services,11111
31-Dec-23,Consumer Services,1260
15-Jan-24,Consumer Services,7982
31-Jan-24,Consumer Services,-983
15-Feb-24,Consumer Services,17149
29-Feb-24,Consumer Services,10988
15-Mar-24,Consumer Services,249
31-Mar-24,Consumer Services,16802
15-Apr-24,Consumer Services,7378
30-Apr-24,Consumer Services,7821
15-May-24,Consumer Services,-438
31-May-24,Consumer Services,-6329
15-Jun-24,Consumer Services,22053
30-Jun-24,Consumer Services,13958
15-Jul-24,Consumer Services,17680
31-Jul-24,Consumer Services,7697
15-Aug-24,Consumer Services,19319
31-Aug-24,Consumer Services,12848
15-Sep-24,Consumer Services,14881
30-Sep-24,Consumer Services,1521
15-Oct-24,Consumer Services,-1842
31-Oct-24,Consumer Services,-40592
15-Nov-24,Consumer Services,6193
30-Nov-24,Consumer Services,14743
15-Dec-24,Consumer Services,15041
31-Dec-24,Consumer Services,-2527
15-Jan-25,Consumer Services,-35689
31-Jan-25,Consumer Services,-17949
15-Feb-25,Consumer Services,-16848
28-Feb-25,Consumer Services,-6819
30-Apr-22,Diversified,
15-May-22,Diversified,-209
31-May-22,Diversified,70
15-Jun-22,Diversified,12
30-Jun-22,Diversified,65
15-Jul-22,Diversified,36
31-Jul-22,Diversified,27
15-Aug-22,Diversified,-1
31-Aug-22,Diversified,50
15-Sep-22,Diversified,22
30-Sep-22,Diversified,24
15-Oct-22,Diversified,-59
31-Oct-22,Diversified,-9
15-Nov-22,Diversified,-33
30-Nov-22,Diversified,-20
15-Dec-22,Diversified,5
31-Dec-22,Diversified,-55
15-Jan-23,Diversified,20
31-Jan-23,Diversified,1527
15-Feb-23,Diversified,-119
28-Feb-23,Diversified,-147
15-Mar-23,Diversified,-14
31-Mar-23,Diversified,-39
15-Apr-23,Diversified,194
30-Apr-23,Diversified,32
15-May-23,Diversified,110
31-May-23,Diversified,105
15-Jun-23,Diversified,218
30-Jun-23,Diversified,32
15-Jul-23,Diversified,-81
31-Jul-23,Diversified,-53
15-Aug-23,Diversified,81
31-Aug-23,Diversified,293
15-Sep-23,Diversified,133
30-Sep-23,Diversified,28
15-Oct-23,Diversified,221
31-Oct-23,Diversified,-286
15-Nov-23,Diversified,165
30-Nov-23,Diversified,-59
15-Dec-23,Diversified,116
31-Dec-23,Diversified,550
15-Jan-24,Diversified,-79
31-Jan-24,Diversified,224
15-Feb-24,Diversified,-563
29-Feb-24,Diversified,32
15-Mar-24,Diversified,-267
31-Mar-24,Diversified,2064
15-Apr-24,Diversified,12
30-Apr-24,Diversified,423
15-May-24,Diversified,-518
31-May-24,Diversified,107
15-Jun-24,Diversified,459
30-Jun-24,Diversified,26
15-Jul-24,Diversified,907
31-Jul-24,Diversified,272
15-Aug-24,Diversified,-509
31-Aug-24,Diversified,433
15-Sep-24,Diversified,316
30-Sep-24,Diversified,-163
15-Oct-24,Diversified,-583
31-Oct-24,Diversified,-141
15-Nov-24,Diversified,-315
30-Nov-24,Diversified,643
15-Dec-24,Diversified,312
31-Dec-24,Diversified,-26
15-Jan-25,Diversified,-994
31-Jan-25,Diversified,-332
15-Feb-25,Diversified,-813
28-Feb-25,Diversified,388
15-Jan-20,Diversified Consumer Services,
31-Jan-20,Diversified Consumer Services,119
15-Feb-20,Diversified Consumer Services,-12
29-Feb-20,Diversified Consumer Services,-82
15-Mar-20,Diversified Consumer Services,-189
31-Mar-20,Diversified Consumer Services,-632
15-Apr-20,Diversified Consumer Services,17
30-Apr-20,Diversified Consumer Services,3
15-May-20,Diversified Consumer Services,-177
31-May-20,Diversified Consumer Services,15
15-Jun-20,Diversified Consumer Services,115
30-Jun-20,Diversified Consumer Services,42
15-Jul-20,Diversified Consumer Services,65
31-Jul-20,Diversified Consumer Services,9
15-Aug-20,Diversified Consumer Services,100
31-Aug-20,Diversified Consumer Services,187
15-Sep-20,Diversified Consumer Services,57
30-Sep-20,Diversified Consumer Services,-159
15-Oct-20,Diversified Consumer Services,19
31-Oct-20,Diversified Consumer Services,19
15-Nov-20,Diversified Consumer Services,121
30-Nov-20,Diversified Consumer Services,233
15-Dec-20,Diversified Consumer Services,103
31-Dec-20,Diversified Consumer Services,-57
15-Jan-21,Diversified Consumer Services,-5
31-Jan-21,Diversified Consumer Services,73
15-Feb-21,Diversified Consumer Services,167
28-Feb-21,Diversified Consumer Services,193
15-Mar-21,Diversified Consumer Services,124
31-Mar-21,Diversified Consumer Services,38
15-Apr-21,Diversified Consumer Services,-357
30-Apr-21,Diversified Consumer Services,-61
15-May-21,Diversified Consumer Services,-61
31-May-21,Diversified Consumer Services,276
15-Jun-21,Diversified Consumer Services,142
30-Jun-21,Diversified Consumer Services,5
15-Jul-21,Diversified Consumer Services,259
31-Jul-21,Diversified Consumer Services,243
15-Aug-21,Diversified Consumer Services,-186
31-Aug-21,Diversified Consumer Services,78
15-Sep-21,Diversified Consumer Services,448
30-Sep-21,Diversified Consumer Services,3058
15-Oct-21,Diversified Consumer Services,418
31-Oct-21,Diversified Consumer Services,-634
15-Nov-21,Diversified Consumer Services,279
30-Nov-21,Diversified Consumer Services,-112
15-Dec-21,Diversified Consumer Services,-191
31-Dec-21,Diversified Consumer Services,238
31-Jan-22,Diversified Consumer Services,-59
15-Feb-22,Diversified Consumer Services,-642
28-Feb-22,Diversified Consumer Services,17
15-Mar-22,Diversified Consumer Services,-247
31-Mar-22,Diversified Consumer Services,647
15-Apr-22,Diversified Consumer Services,-113
15-Jan-20,Diversified2,
31-Jan-20,Diversified2,326
15-Feb-20,Diversified2,412
29-Feb-20,Diversified2,-648
15-Mar-20,Diversified2,-718
31-Mar-20,Diversified2,-1506
15-Apr-20,Diversified2,618
30-Apr-20,Diversified2,340
15-May-20,Diversified2,-299
31-May-20,Diversified2,1
15-Jun-20,Diversified2,-35
30-Jun-20,Diversified2,23
15-Jul-20,Diversified2,172
31-Jul-20,Diversified2,124
15-Aug-20,Diversified2,404
31-Aug-20,Diversified2,-66
15-Sep-20,Diversified2,399
30-Sep-20,Diversified2,-275
15-Oct-20,Diversified2,248
31-Oct-20,Diversified2,513
15-Nov-20,Diversified2,972
30-Nov-20,Diversified2,396
15-Dec-20,Diversified2,322
31-Dec-20,Diversified2,531
15-Jan-21,Diversified2,424
31-Jan-21,Diversified2,-725
15-Feb-21,Diversified2,621
28-Feb-21,Diversified2,60
15-Mar-21,Diversified2,114
31-Mar-21,Diversified2,-125
15-Apr-21,Diversified2,74
30-Apr-21,Diversified2,521
15-May-21,Diversified2,-242
31-May-21,Diversified2,482
15-Jun-21,Diversified2,1237
30-Jun-21,Diversified2,282
15-Jul-21,Diversified2,326
31-Jul-21,Diversified2,1476
15-Aug-21,Diversified2,843
31-Aug-21,Diversified2,1344
15-Sep-21,Diversified2,1600
30-Sep-21,Diversified2,-3431
15-Oct-21,Diversified2,-9955
31-Oct-21,Diversified2,8998
15-Nov-21,Diversified2,572
30-Nov-21,Diversified2,-790
15-Dec-21,Diversified2,739
31-Dec-21,Diversified2,1534
31-Jan-22,Diversified2,-80
15-Feb-22,Diversified2,662
28-Feb-22,Diversified2,-643
15-Mar-22,Diversified2,-86
31-Mar-22,Diversified2,1745
15-Apr-22,Diversified2,-189
30-Apr-22,Fast Moving Consumer Goods,
15-May-22,Fast Moving Consumer Goods,-10630
31-May-22,Fast Moving Consumer Goods,10892
15-Jun-22,Fast Moving Consumer Goods,-19155
30-Jun-22,Fast Moving Consumer Goods,6904
15-Jul-22,Fast Moving Consumer Goods,29290
31-Jul-22,Fast Moving Consumer Goods,8621
15-Aug-22,Fast Moving Consumer Goods,2495
31-Aug-22,Fast Moving Consumer Goods,11064
15-Sep-22,Fast Moving Consumer Goods,2462
30-Sep-22,Fast Moving Consumer Goods,3407
15-Oct-22,Fast Moving Consumer Goods,-12082
31-Oct-22,Fast Moving Consumer Goods,6650
15-Nov-22,Fast Moving Consumer Goods,895
30-Nov-22,Fast Moving Consumer Goods,14564
15-Dec-22,Fast Moving Consumer Goods,4949
31-Dec-22,Fast Moving Consumer Goods,-9390
15-Jan-23,Fast Moving Consumer Goods,-2766
31-Jan-23,Fast Moving Consumer Goods,-3271
15-Feb-23,Fast Moving Consumer Goods,6410
28-Feb-23,Fast Moving Consumer Goods,-6055
15-Mar-23,Fast Moving Consumer Goods,-2882
31-Mar-23,Fast Moving Consumer Goods,12541
15-Apr-23,Fast Moving Consumer Goods,1239
30-Apr-23,Fast Moving Consumer Goods,9931
15-May-23,Fast Moving Consumer Goods,15856
31-May-23,Fast Moving Consumer Goods,10428
15-Jun-23,Fast Moving Consumer Goods,-9720
30-Jun-23,Fast Moving Consumer Goods,19378
15-Jul-23,Fast Moving Consumer Goods,12255
31-Jul-23,Fast Moving Consumer Goods,-4983
15-Aug-23,Fast Moving Consumer Goods,-7186
31-Aug-23,Fast Moving Consumer Goods,-3129
15-Sep-23,Fast Moving Consumer Goods,4797
30-Sep-23,Fast Moving Consumer Goods,-3144
15-Oct-23,Fast Moving Consumer Goods,4832
31-Oct-23,Fast Moving Consumer Goods,-9710
15-Nov-23,Fast Moving Consumer Goods,8366
30-Nov-23,Fast Moving Consumer Goods,6696
15-Dec-23,Fast Moving Consumer Goods,7337
31-Dec-23,Fast Moving Consumer Goods,23512
15-Jan-24,Fast Moving Consumer Goods,-2130
31-Jan-24,Fast Moving Consumer Goods,-10457
15-Feb-24,Fast Moving Consumer Goods,-7959
29-Feb-24,Fast Moving Consumer Goods,3030
15-Mar-24,Fast Moving Consumer Goods,9267
31-Mar-24,Fast Moving Consumer Goods,-7852
15-Apr-24,Fast Moving Consumer Goods,-10575
30-Apr-24,Fast Moving Consumer Goods,7500
15-May-24,Fast Moving Consumer Goods,3544
31-May-24,Fast Moving Consumer Goods,-6866
15-Jun-24,Fast Moving Consumer Goods,28015
30-Jun-24,Fast Moving Consumer Goods,-3217
15-Jul-24,Fast Moving Consumer Goods,23291
31-Jul-24,Fast Moving Consumer Goods,10857
15-Aug-24,Fast Moving Consumer Goods,-6007
31-Aug-24,Fast Moving Consumer Goods,19299
15-Sep-24,Fast Moving Consumer Goods,16341
30-Sep-24,Fast Moving Consumer Goods,2303
15-Oct-24,Fast Moving Consumer Goods,-26595
31-Oct-24,Fast Moving Consumer Goods,-29662
15-Nov-24,Fast Moving Consumer Goods,-28997
30-Nov-24,Fast Moving Consumer Goods,19292
15-Dec-24,Fast Moving Consumer Goods,-8961
31-Dec-24,Fast Moving Consumer Goods,-4005
15-Jan-25,Fast Moving Consumer Goods,-17100
31-Jan-25,Fast Moving Consumer Goods,3428
15-Feb-25,Fast Moving Consumer Goods,-28851
28-Feb-25,Fast Moving Consumer Goods,-20273
30-Apr-22,Financial Services,
15-May-22,Financial Services,-117714
31-May-22,Financial Services,88417
15-Jun-22,Financial Services,-108604
30-Jun-22,Financial Services,-705
15-Jul-22,Financial Services,51035
31-Jul-22,Financial Services,106640
15-Aug-22,Financial Services,57328
31-Aug-22,Financial Services,19536
15-Sep-22,Financial Services,30409
30-Sep-22,Financial Services,-90557
15-Oct-22,Financial Services,12875
31-Oct-22,Financial Services,61845
15-Nov-22,Financial Services,51103
30-Nov-22,Financial Services,27665
15-Dec-22,Financial Services,-1073
31-Dec-22,Financial Services,-18582
15-Jan-23,Financial Services,-25866
31-Jan-23,Financial Services,-55011
15-Feb-23,Financial Services,38809
28-Feb-23,Financial Services,-56530
15-Mar-23,Financial Services,-46370
31-Mar-23,Financial Services,47632
15-Apr-23,Financial Services,68907
30-Apr-23,Financial Services,31038
15-May-23,Financial Services,44297
31-May-23,Financial Services,6245
15-Jun-23,Financial Services,-2379
30-Jun-23,Financial Services,90060
15-Jul-23,Financial Services,-176963
31-Jul-23,Financial Services,214033
15-Aug-23,Financial Services,-49722
31-Aug-23,Financial Services,32067
15-Sep-23,Financial Services,85699
30-Sep-23,Financial Services,-64946
15-Oct-23,Financial Services,1325
31-Oct-23,Financial Services,-60958
15-Nov-23,Financial Services,58602
30-Nov-23,Financial Services,28472
15-Dec-23,Financial Services,139571
31-Dec-23,Financial Services,6111
15-Jan-24,Financial Services,14808
31-Jan-24,Financial Services,-120008
15-Feb-24,Financial Services,-21737
29-Feb-24,Financial Services,1504
15-Mar-24,Financial Services,7214
31-Mar-24,Financial Services,30996
15-Apr-24,Financial Services,25591
30-Apr-24,Financial Services,45174
15-May-24,Financial Services,-84478
31-May-24,Financial Services,50565
15-Jun-24,Financial Services,74512
30-Jun-24,Financial Services,83494
15-Jul-24,Financial Services,22355
31-Jul-24,Financial Services,-27366
15-Aug-24,Financial Services,-86508
31-Aug-24,Financial Services,104415
15-Sep-24,Financial Services,50784
30-Sep-24,Financial Services,50803
15-Oct-24,Financial Services,-73572
31-Oct-24,Financial Services,-28046
15-Nov-24,Financial Services,-69371
30-Nov-24,Financial Services,82115
15-Dec-24,Financial Services,79911
31-Dec-24,Financial Services,-110724
15-Jan-25,Financial Services,-102604
31-Jan-25,Financial Services,19328
15-Feb-25,Financial Services,-32754
28-Feb-25,Financial Services,-10456
15-Jan-20,Food & Drugs Retailing,
31-Jan-20,Food & Drugs Retailing,0
15-Feb-20,Food & Drugs Retailing,0
29-Feb-20,Food & Drugs Retailing,0
15-Mar-20,Food & Drugs Retailing,0
31-Mar-20,Food & Drugs Retailing,0
15-Apr-20,Food & Drugs Retailing,0
30-Apr-20,Food & Drugs Retailing,0
15-May-20,Food & Drugs Retailing,0
31-May-20,Food & Drugs Retailing,0
15-Jun-20,Food & Drugs Retailing,0
30-Jun-20,Food & Drugs Retailing,0
15-Jul-20,Food & Drugs Retailing,0
31-Jul-20,Food & Drugs Retailing,0
15-Aug-20,Food & Drugs Retailing,1
31-Aug-20,Food & Drugs Retailing,0
15-Sep-20,Food & Drugs Retailing,0
30-Sep-20,Food & Drugs Retailing,0
15-Oct-20,Food & Drugs Retailing,-1
31-Oct-20,Food & Drugs Retailing,0
15-Nov-20,Food & Drugs Retailing,0
30-Nov-20,Food & Drugs Retailing,0
15-Dec-20,Food & Drugs Retailing,0
31-Dec-20,Food & Drugs Retailing,1
15-Jan-21,Food & Drugs Retailing,0
31-Jan-21,Food & Drugs Retailing,0
15-Feb-21,Food & Drugs Retailing,0
28-Feb-21,Food & Drugs Retailing,0
15-Mar-21,Food & Drugs Retailing,-1
31-Mar-21,Food & Drugs Retailing,0
15-Apr-21,Food & Drugs Retailing,0
30-Apr-21,Food & Drugs Retailing,0
15-May-21,Food & Drugs Retailing,0
31-May-21,Food & Drugs Retailing,0
15-Jun-21,Food & Drugs Retailing,1
30-Jun-21,Food & Drugs Retailing,0
15-Jul-21,Food & Drugs Retailing,1
31-Jul-21,Food & Drugs Retailing,2
15-Aug-21,Food & Drugs Retailing,-1
31-Aug-21,Food & Drugs Retailing,1
15-Sep-21,Food & Drugs Retailing,-1
30-Sep-21,Food & Drugs Retailing,0
15-Oct-21,Food & Drugs Retailing,0
31-Oct-21,Food & Drugs Retailing,-1
15-Nov-21,Food & Drugs Retailing,0
30-Nov-21,Food & Drugs Retailing,1
15-Dec-21,Food & Drugs Retailing,1
31-Dec-21,Food & Drugs Retailing,421
31-Jan-22,Food & Drugs Retailing,8
15-Feb-22,Food & Drugs Retailing,-41
28-Feb-22,Food & Drugs Retailing,-7
15-Mar-22,Food & Drugs Retailing,-40
31-Mar-22,Food & Drugs Retailing,20
15-Apr-22,Food & Drugs Retailing,-12
15-Jan-20,"Food, Beverages & Tobacco",
31-Jan-20,"Food, Beverages & Tobacco",-886
15-Feb-20,"Food, Beverages & Tobacco",-3245
29-Feb-20,"Food, Beverages & Tobacco",-6369
15-Mar-20,"Food, Beverages & Tobacco",-13899
31-Mar-20,"Food, Beverages & Tobacco",-2146
15-Apr-20,"Food, Beverages & Tobacco",8385
30-Apr-20,"Food, Beverages & Tobacco",-924
15-May-20,"Food, Beverages & Tobacco",-5402
31-May-20,"Food, Beverages & Tobacco",10360
15-Jun-20,"Food, Beverages & Tobacco",-1508
30-Jun-20,"Food, Beverages & Tobacco",3676
15-Jul-20,"Food, Beverages & Tobacco",-201
31-Jul-20,"Food, Beverages & Tobacco",-318
15-Aug-20,"Food, Beverages & Tobacco",3827
31-Aug-20,"Food, Beverages & Tobacco",-2686
15-Sep-20,"Food, Beverages & Tobacco",-1893
30-Sep-20,"Food, Beverages & Tobacco",-5194
15-Oct-20,"Food, Beverages & Tobacco",-3017
31-Oct-20,"Food, Beverages & Tobacco",1735
15-Nov-20,"Food, Beverages & Tobacco",6393
30-Nov-20,"Food, Beverages & Tobacco",5750
15-Dec-20,"Food, Beverages & Tobacco",8991
31-Dec-20,"Food, Beverages & Tobacco",-77
15-Jan-21,"Food, Beverages & Tobacco",2725
31-Jan-21,"Food, Beverages & Tobacco",-6164
15-Feb-21,"Food, Beverages & Tobacco",3775
28-Feb-21,"Food, Beverages & Tobacco",-6306
15-Mar-21,"Food, Beverages & Tobacco",19
31-Mar-21,"Food, Beverages & Tobacco",5658
15-Apr-21,"Food, Beverages & Tobacco",-2042
30-Apr-21,"Food, Beverages & Tobacco",-994
15-May-21,"Food, Beverages & Tobacco",4302
31-May-21,"Food, Beverages & Tobacco",1982
15-Jun-21,"Food, Beverages & Tobacco",-937
30-Jun-21,"Food, Beverages & Tobacco",2072
15-Jul-21,"Food, Beverages & Tobacco",629
31-Jul-21,"Food, Beverages & Tobacco",-1778
15-Aug-21,"Food, Beverages & Tobacco",3073
31-Aug-21,"Food, Beverages & Tobacco",5697
15-Sep-21,"Food, Beverages & Tobacco",3842
30-Sep-21,"Food, Beverages & Tobacco",3250
15-Oct-21,"Food, Beverages & Tobacco",5946
31-Oct-21,"Food, Beverages & Tobacco",-8260
15-Nov-21,"Food, Beverages & Tobacco",3115
30-Nov-21,"Food, Beverages & Tobacco",-7365
15-Dec-21,"Food, Beverages & Tobacco",-374
31-Dec-21,"Food, Beverages & Tobacco",-241
31-Jan-22,"Food, Beverages & Tobacco",-1679
15-Feb-22,"Food, Beverages & Tobacco",-1502
28-Feb-22,"Food, Beverages & Tobacco",-2011
15-Mar-22,"Food, Beverages & Tobacco",3601
31-Mar-22,"Food, Beverages & Tobacco",5821
15-Apr-22,"Food, Beverages & Tobacco",8483
15-Jan-20,Forest Materials,
31-Jan-20,Forest Materials,5
15-Feb-20,Forest Materials,-60
29-Feb-20,Forest Materials,-79
15-Mar-20,Forest Materials,-177
31-Mar-20,Forest Materials,-126
15-Apr-20,Forest Materials,55
30-Apr-20,Forest Materials,44
15-May-20,Forest Materials,-70
31-May-20,Forest Materials,-54
15-Jun-20,Forest Materials,51
30-Jun-20,Forest Materials,51
15-Jul-20,Forest Materials,-3
31-Jul-20,Forest Materials,479
15-Aug-20,Forest Materials,34
31-Aug-20,Forest Materials,-3
15-Sep-20,Forest Materials,47
30-Sep-20,Forest Materials,-109
15-Oct-20,Forest Materials,-12
31-Oct-20,Forest Materials,-65
15-Nov-20,Forest Materials,3
30-Nov-20,Forest Materials,49
15-Dec-20,Forest Materials,112
31-Dec-20,Forest Materials,65
15-Jan-21,Forest Materials,98
31-Jan-21,Forest Materials,13
